answer_title,answer_slug,answer_url,answer_id,proposed_clinician_id,proposed_clinician_name,clinician_credentials,clinician_professional_title,verified_specialties,matched_specialty,deeper_topic,deeper_topic_name,deeper_category,deeper_theme,exact_match_reason,assignment_score,confidence,confidence_threshold_margin,match_type,other_eligible_clinicians,why_selected_won,reviewer_share_before_pct,reviewer_share_after_pct,sample_inclusion_reasons,ymyl_flag,human_qa_decision,human_qa_replacement_clinician_id,human_qa_notes
Overthinking Every Conversation,how-do-i-stop-overthinking-every-conversation-i-have,https://www.deeper.global/answers/how-do-i-stop-overthinking-every-conversation-i-have/,c417e710-8831-4271-ad12-af2fa6ea1715,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Stress,anxiety-and-stress,Anxiety & Stress,Anxiety & Worry,anxiety-and-mood,"exact_topic:anxiety-and-stress via Pregnancy, Prenatal, Postpartum (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Infertility (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Stress (w=1)",100,high,20.00,exact_topic_plus_alias,samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,every_clinician_mid,no,approve,,
Worrying About the Future,why-do-i-worry-about-things-that-havent-181288-006,https://www.deeper.global/answers/why-do-i-worry-about-things-that-havent-181288-006/,6b80e64e-8032-4708-af98-63978f96c318,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Stress,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,"exact_topic:anxiety-and-stress via Pregnancy, Prenatal, Postpartum (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Infertility (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Stress (w=1)",100,high,20.00,exact_topic_plus_alias,samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,every_clinician_highest,no,approve,,
Depression Challenges for LGBTQ+ People,are-there-specific-depression-challenges-for-lgbtq-individuals,https://www.deeper.global/answers/are-there-specific-depression-challenges-for-lgbtq-individuals/,c9448d08-3fc8-4951-a927-ab452c5fbb60,michaela-hilburn,Michaela Hilburn,LAPC,"MS, Licensed Associate Professional Counselor",Anxiety|Trauma|Depression|Grief and Loss|Life Transitions|PTSD|Work/Life Balance|Anger Management|Self-Compassion|Self-Esteem,Depression,depression,Depression,Depression,anxiety-and-mood,parent_theme:anxiety-and-mood via Anxiety|alias_keyword:stress|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,100,high,20.00,exact_topic_plus_alias,alex-crenshaw-phd(topic_volume:18)|kelsey-donahue(topic_volume:13)|susan-keenan(topic_volume:12)|laura-hilsen(topic_volume:10)|jackie-malone(topic_volume:10),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.87,top10_extra|alias_match|theme_anxiety-and-mood|broad_generalist_topic_cluster,no,approve,,
Low Self-Esteem and Relationships,can-low-self-esteem-affect-relationships,https://www.deeper.global/answers/can-low-self-esteem-affect-relationships/,55ab8e34-c37f-42f9-801e-4e7f850ae4d5,michaela-hilburn,Michaela Hilburn,LAPC,"MS, Licensed Associate Professional Counselor",Anxiety|Trauma|Depression|Grief and Loss|Life Transitions|PTSD|Work/Life Balance|Anger Management|Self-Compassion|Self-Esteem,Self-Esteem,identity-and-self-worth,Identity & Self-Worth,Identity & Self-Worth,identity-and-self-worth,exact_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self-Compassion (w=1)|exact_topic:identity-and-self-worth via Self-Esteem (w=1)|preferred_specialty_keyword:Self Esteem,100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:25)|samantha-bryant(topic_volume:24)|jackie-malone(topic_volume:24)|laura-hilsen(topic_volume:23)|sarah-evers(topic_volume:23),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.87,alias_match|theme_identity-and-self-worth|broad_generalist_topic_cluster,no,approve,,
Coping After a Layoff From AI or Automation,how-do-i-cope-with-being-laid-off-due-to-ai-automation,https://www.deeper.global/answers/how-do-i-cope-with-being-laid-off-due-to-ai-automation/,ad2260ab-e6c3-4b14-abce-c91407293c0e,michaela-hilburn,Michaela Hilburn,LAPC,"MS, Licensed Associate Professional Counselor",Anxiety|Trauma|Depression|Grief and Loss|Life Transitions|PTSD|Work/Life Balance|Anger Management|Self-Compassion|Self-Esteem,Work/Life Balance,work-and-burnout,Work & Burnout,Work & Life Balance,work-and-purpose,alias_keyword:Grief|alt_topic:work-and-burnout via Life Transitions (w=0.45)|exact_topic:work-and-burnout via Work/Life Balance (w=1),100,high,20.00,exact_topic_plus_alias,laura-hilsen(topic_volume:23)|samantha-bryant(topic_volume:23),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.87,alias_match|theme_work-and-purpose|broad_generalist_topic_cluster,no,approve,,
Handling Guilt and Shame About Past Actions,how-do-i-handle-guilt-and-shame-about-my-past-actions,https://www.deeper.global/answers/how-do-i-handle-guilt-and-shame-about-my-past-actions/,7a7d5858-77db-4ed0-ba23-778ceee58f9f,michaela-hilburn,Michaela Hilburn,LAPC,"MS, Licensed Associate Professional Counselor",Anxiety|Trauma|Depression|Grief and Loss|Life Transitions|PTSD|Work/Life Balance|Anger Management|Self-Compassion|Self-Esteem,Self-Esteem,general-mental-health,General Mental Health,General Mental Health,life-transitions-and-change,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief and Loss|exact_topic:general-mental-health via Life Transitions (w=0.7)|alias_keyword:shame|alias_keyword:shame,86,high,6.00,exact_topic_plus_alias,laura-hilsen(topic_volume:8)|jackie-malone(topic_volume:4),score=86; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.87,every_clinician_lowest|top10_lowest|alias_match,no,approve,,
Mental Rehearsal Before Conversations,i-rehearse-conversations-in-my-head-for-hours-before-they-happen,https://www.deeper.global/answers/i-rehearse-conversations-in-my-head-for-hours-before-they-happen/,24c1543e-d0f2-478e-b499-797c5e66ffd2,michaela-hilburn,Michaela Hilburn,LAPC,"MS, Licensed Associate Professional Counselor",Anxiety|Trauma|Depression|Grief and Loss|Life Transitions|PTSD|Work/Life Balance|Anger Management|Self-Compassion|Self-Esteem,Anxiety,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.87,every_clinician_mid,no,approve,,
Chest Tightness When Anxious,why-does-my-chest-feel-tight-when-im-anx-181083-001,https://www.deeper.global/answers/why-does-my-chest-feel-tight-when-im-anx-181083-001/,c8857b5a-4185-47d2-bbca-51b8bbcf51bf,michaela-hilburn,Michaela Hilburn,LAPC,"MS, Licensed Associate Professional Counselor",Anxiety|Trauma|Depression|Grief and Loss|Life Transitions|PTSD|Work/Life Balance|Anger Management|Self-Compassion|Self-Esteem,Anxiety,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.87,every_clinician_highest,no,approve,,
Needing Mental Health Medication Is Not Weakness,am-i-weak-if-i-need-medication-for-my-me-181083-055,https://www.deeper.global/answers/am-i-weak-if-i-need-medication-for-my-me-181083-055/,a9befd3a-b5cd-4062-ab23-425902c27f2d,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Self Esteem,identity-and-self-worth,Identity & Self-Worth,Identity & Self-Worth,identity-and-self-worth,exact_topic:identity-and-self-worth via Body Image (w=0.4)|demoted_missing_keyword_support|exact_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self Esteem (w=1),100,high,20.00,exact_topic,michaela-hilburn(topic_volume:26)|meredith-price(topic_volume:25)|jackie-malone(topic_volume:24)|laura-hilsen(topic_volume:23)|sarah-evers(topic_volume:23),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,11.61,theme_identity-and-self-worth|broad_generalist_topic_cluster,no,approve,,
Ask for Reassurance Without Pushing Away,ask-for-reassurance-without-pushing-partner-away,https://www.deeper.global/answers/ask-for-reassurance-without-pushing-partner-away/,1b42d8cc-3b8a-466f-b118-42e96cfac1d4,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Marital and Premarital,relationships-and-communication,Relationships & Communication,Relationships & Communication,relationships-and-connection,parent_theme:relationships-and-connection via Bisexual|exact_topic:relationships-and-communication via Codependency (w=1)|exact_topic:relationships-and-communication via Marital and Premarital (w=1),100,high,20.00,exact_topic,lexi-cooper(topic_volume:24)|lynn-lane(topic_volume:20)|laura-hilsen(topic_volume:19)|alex-crenshaw-phd(topic_volume:18)|sarah-evers(topic_volume:17),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,11.61,theme_relationships-and-connection|broad_generalist_topic_cluster,no,approve,,
Using AI to Practice Social Skills: Pros and Limits,can-ai-help-me-practice-social-skills-before-real--189142-014,https://www.deeper.global/answers/can-ai-help-me-practice-social-skills-before-real--189142-014/,b5b789a2-d94e-4716-96dc-373e0460c0bc,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Stress,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35)|exact_topic:anxiety-and-stress via Stress (w=1),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,alias_match|theme_anxiety-and-mood,no,approve,,
Can Religious Trauma Be Real Without 'Bad' Events?,can-religious-trauma-be-real-even-if-not-181083-042,https://www.deeper.global/answers/can-religious-trauma-be-real-even-if-not-181083-042/,66c480b8-5f36-4cc3-8d67-c71984a10687,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Trauma and PTSD,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Struggle / Existential Crisis,spirituality-and-meaning,alias_keyword:shame|exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85)|alias_keyword:Trauma,93,high,13.00,exact_topic_plus_alias,lynn-lane(topic_volume:4)|susan-keenan(topic_volume:3),score=93; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,alias_match|ymyl_trauma|theme_spirituality-and-meaning,yes,approve,,
How Believers Reconcile Suffering With a Loving God,how-do-believers-make-sense-of-suffering-if-god-is-loving,https://www.deeper.global/answers/how-do-believers-make-sense-of-suffering-if-god-is-loving/,65e8808d-02b2-4594-b2d9-fbbbc1f14fa5,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Spirituality,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Struggle / Existential Crisis,spirituality-and-meaning,exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85),85,high,5.00,exact_topic,lynn-lane(topic_volume:4)|susan-keenan(topic_volume:3),score=85; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,11.61,every_clinician_lowest|top10_lowest|share_gt_8pct|near_high_medium_threshold|theme_spirituality-and-meaning,no,approve,,
Coping With Fear That Death Means Nothingness,how-do-i-cope-with-the-fear-that-death-means-compl-186602-026,https://www.deeper.global/answers/how-do-i-cope-with-the-fear-that-death-means-compl-186602-026/,5a6e3c9f-ceb7-4463-a399-e0c75e9981f0,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Stress,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Struggle / Existential Crisis,spirituality-and-meaning,alias_keyword:Anxiety|exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85)|alias_keyword:Anxiety,93,high,13.00,exact_topic_plus_alias,lynn-lane(topic_volume:4)|susan-keenan(topic_volume:3),score=93; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,alias_match|theme_spirituality-and-meaning,no,approve,,
Existential Anxiety About Death and Meaninglessness,how-do-i-deal-with-existential-anxiety-about-s6t9u3,https://www.deeper.global/answers/how-do-i-deal-with-existential-anxiety-about-s6t9u3/,b8fd1c3e-9516-466c-a787-664bd37ddd90,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Stress,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Struggle / Existential Crisis,spirituality-and-meaning,alias_keyword:Anxiety|exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85)|alias_keyword:Anxiety,93,high,13.00,exact_topic_plus_alias,lynn-lane(topic_volume:4)|susan-keenan(topic_volume:3),score=93; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,alias_match|theme_spirituality-and-meaning,no,approve,,
When You Feel Like Your Life Has No Purpose,how-do-i-deal-with-feeling-like-my-life-has-177941-025,https://www.deeper.global/answers/how-do-i-deal-with-feeling-like-my-life-has-177941-025/,d500c52c-2757-4656-bf67-321de790b930,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Spirituality,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Life Purpose,spirituality-and-meaning,alias_keyword:Depression|exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85),85,high,5.00,exact_topic_plus_alias,lynn-lane(topic_volume:4)|susan-keenan(topic_volume:3),score=85; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,share_gt_8pct|near_high_medium_threshold|alias_match,no,approve,,
Talk to Children About Death Without an Afterlife Belief,how-do-i-talk-to-my-children-about-death-without-an-afterlife,https://www.deeper.global/answers/how-do-i-talk-to-my-children-about-death-without-an-afterlife/,7d35938f-1b57-4edd-8bc3-6bfc208ed26f,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Spirituality,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Struggle / Existential Crisis,spirituality-and-meaning,alias_keyword:Grief|exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85),85,high,5.00,exact_topic_plus_alias,lynn-lane(topic_volume:4)|susan-keenan(topic_volume:3),score=85; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,top10_extra|share_gt_8pct|near_high_medium_threshold,no,approve,,
Anxiety-Related Nausea,is-it-normal-to-feel-nauseous-when-im-re-181083-004,https://www.deeper.global/answers/is-it-normal-to-feel-nauseous-when-im-re-181083-004/,fd992a6a-f71c-4641-8fe0-a164c632b803,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Stress,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35)|exact_topic:anxiety-and-stress via Stress (w=1),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,every_clinician_mid,no,approve,,
Work Stress Spilling Over at Home,why-work-stress-makes-me-irritable-at-home,https://www.deeper.global/answers/why-work-stress-makes-me-irritable-at-home/,03446300-9523-43d6-8fe0-bee9596b4b7e,samantha-bryant,Samantha Bryant,"NCC, LPC",Licensed Professional Counselor,Anxiety|Women's Issues|Depression|ADHD|Behavioral Issues|Bisexual|Body Image|Career Counseling|Codependency|Coping Skills|Grief|Lesbian|LGBTQ+|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Peer Relationships|School Issues|Self Esteem|Self-Harming|Spirituality|Stress|Thinking Disorders|Transgender|Trauma and PTSD,Stress,work-and-burnout,Work & Burnout,"Work, Stress & Burnout",work-and-purpose,alias_keyword:stress|exact_topic:work-and-burnout via Career Counseling (w=1)|alt_topic:work-and-burnout via Life Transitions (w=0.45)|alt_topic:work-and-burnout via School Issues (w=0.4)|preferred_specialty_keyword:stress,100,high,20.00,exact_topic_plus_alias,michaela-hilburn(topic_volume:26)|laura-hilsen(topic_volume:23),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,11.61,every_clinician_highest,no,approve,,
How Trauma Can Shape Grief,can-trauma-affect-grief,https://www.deeper.global/answers/can-trauma-affect-grief/,f31ad553-c198-45de-9dcc-ccfcd5c33ad0,sarah-evers,Sarah Evers,"LPC, CRC, NCC","Licensed Professional Counselor, LPC, CRC, NCC, MS, MPH",Chronic Illness & Disability|Caregiver Stress|Medical Trauma & Health Anxiety|Developmental Wounds & Complex Trauma|Life Events & Transitions|Grief & Loss|Building Healthy Relationships|Motherhood|Reproductive Mental Health|Shame & Conditions of Worth,Developmental Wounds & Complex Trauma,trauma-and-safety,Trauma & Safety,Trauma & Grief,trauma-and-safety,exact_topic:trauma-and-safety via Developmental Wounds & Complex Trauma (w=1),100,high,20.00,exact_topic,susan-keenan(topic_volume:5)|lynn-lane(topic_volume:5)|samantha-bryant(topic_volume:5)|lexi-cooper(topic_volume:4)|michaela-hilburn(topic_volume:4),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,4.21,every_clinician_lowest|ymyl_trauma,yes,approve,,
What If My Partner Is Emotionally Attached to an AI Companion?,what-if-my-partner-is-attached-to-an-ai-companion,https://www.deeper.global/answers/what-if-my-partner-is-attached-to-an-ai-companion/,5eb5897a-9644-40bc-aa0d-9fed2713a25a,sarah-evers,Sarah Evers,"LPC, CRC, NCC","Licensed Professional Counselor, LPC, CRC, NCC, MS, MPH",Chronic Illness & Disability|Caregiver Stress|Medical Trauma & Health Anxiety|Developmental Wounds & Complex Trauma|Life Events & Transitions|Grief & Loss|Building Healthy Relationships|Motherhood|Reproductive Mental Health|Shame & Conditions of Worth,Building Healthy Relationships,relationships-and-communication,Relationships & Communication,Relationships & Divorce,relationships-and-connection,exact_topic:relationships-and-communication via Building Healthy Relationships (w=1),100,high,20.00,exact_topic,samantha-bryant(topic_volume:25)|lexi-cooper(topic_volume:24)|lynn-lane(topic_volume:20)|laura-hilsen(topic_volume:19)|alex-crenshaw-phd(topic_volume:18),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,4.21,every_clinician_mid,no,approve,,
Why Grief Comes in Waves Instead of Moving in a Straight Line,why-does-grief-come-in-waves,https://www.deeper.global/answers/why-does-grief-come-in-waves/,f5bf947e-36e7-4b69-b11e-e65c5c0f1b2f,sarah-evers,Sarah Evers,"LPC, CRC, NCC","Licensed Professional Counselor, LPC, CRC, NCC, MS, MPH",Chronic Illness & Disability|Caregiver Stress|Medical Trauma & Health Anxiety|Developmental Wounds & Complex Trauma|Life Events & Transitions|Grief & Loss|Building Healthy Relationships|Motherhood|Reproductive Mental Health|Shame & Conditions of Worth,Grief & Loss,grief-and-loss,Grief & Loss,Grief & Loss,life-transitions-and-change,parent_theme:life-transitions-and-change via Chronic Illness & Disability|parent_theme:life-transitions-and-change via Life Events & Transitions|exact_topic:grief-and-loss via Grief & Loss (w=1),100,high,20.00,exact_topic,samantha-bryant(topic_volume:9)|michaela-hilburn(topic_volume:7)|amanda-gaines(topic_volume:5)|liz-webb(topic_volume:4)|lauren-sanders(topic_volume:2),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,4.21,every_clinician_highest,no,approve,,
Can AI Make Impostor Syndrome Worse?,can-ai-make-impostor-syndrome-worse,https://www.deeper.global/answers/can-ai-make-impostor-syndrome-worse/,104a874b-b591-4860-9962-dd07950a3b56,susan-keenan,Susan L. Keenan,"LPC, NCC, CPCS - Director","LPC, NCC, CPCS - Director",Depression|Anxiety|Grief|ADHD|Trauma and PTSD|LGBTQ+|Adoption|Alcohol Use|Anger Management|Family Conflict|Parenting|Relationship Issues|Self Esteem|Spirituality|Women's Issues,Self Esteem,identity-and-self-worth,Identity & Self-Worth,Identity & Self-Worth,identity-and-self-worth,exact_topic:identity-and-self-worth via Self Esteem (w=1),100,high,20.00,exact_topic,michaela-hilburn(topic_volume:26)|meredith-price(topic_volume:25)|samantha-bryant(topic_volume:24)|jackie-malone(topic_volume:24)|laura-hilsen(topic_volume:23),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,9.93,theme_identity-and-self-worth|broad_generalist_topic_cluster,no,approve,,
Dealing With Spiritual Bypassing in Healing,how-do-i-deal-with-spiritual-bypassing-in-my-f8g3h6,https://www.deeper.global/answers/how-do-i-deal-with-spiritual-bypassing-in-my-f8g3h6/,1348177b-adee-4a64-bb49-da919a49972d,susan-keenan,Susan L. Keenan,"LPC, NCC, CPCS - Director","LPC, NCC, CPCS - Director",Depression|Anxiety|Grief|ADHD|Trauma and PTSD|LGBTQ+|Adoption|Alcohol Use|Anger Management|Family Conflict|Parenting|Relationship Issues|Self Esteem|Spirituality|Women's Issues,Spirituality,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Doubt,spirituality-and-meaning,exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85),85,high,5.00,exact_topic,samantha-bryant(topic_volume:10)|lynn-lane(topic_volume:4),score=85; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,9.93,every_clinician_lowest|top10_lowest|share_gt_8pct|near_high_medium_threshold,no,approve,,
